corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,jkj1.0,Agamemnon,de,Aischylos,118500856,"Droysen, Johann Gustav",188028331,0,0,0,0
qd,jkj1.1,Die Eumeniden,de,Aischylos,118500856,"Droysen, Johann Gustav",188028331,0,0,0,0
qd,jkj1.2,Die Grabesspenderinnen,de,Aischylos,118500856,"Droysen, Johann Gustav",188028331,0,0,0,0
qd,jkjb.0,Im Suff,de,"Alberti, Konrad",116009926,,,1890,1890,0,0
qd,jkjf.0,Brot!,de,"Alberti, Konrad",116009926,,,1888,1888,0,0
qd,jn5z.0,Das vierte Gebot,de,"Anzengruber, Ludwig",11850357X,,,0,0,0,0
qd,jn65.0,Der Meineidbauer,de,"Anzengruber, Ludwig",11850357X,,,0,0,0,0
qd,jn6f.0,Die Kreuzelschreiber,de,"Anzengruber, Ludwig",11850357X,,,0,0,0,0
qd,jn6k.0,Der Gwissenswurm,de,"Anzengruber, Ludwig",11850357X,,,0,0,0,0
qd,jn6r.0,Heimg'funden,de,"Anzengruber, Ludwig",11850357X,,,1885,1885,1885,0
qd,jn73.0,Der Pfarrer von Kirchfeld,de,"Anzengruber, Ludwig",11850357X,,,0,0,0,0
qd,k1f7.0,Die Vögel,de,Aristophanes,118503987,"Seeger, Ludwig",127409386,0,0,0,0
qd,k1fb.0,Die Wolken,de,Aristophanes,118503987,"Seeger, Ludwig",127409386,0,0,0,0
qd,k1ff.0,Lysistrate,de,Aristophanes,118503987,"Seeger, Ludwig",127409386,0,0,0,0
qd,k4xx.0,Marino Caboga,de,"Arnim, Ludwig Achim von",118504177,,,0,0,0,0
qd,k59h.0,Jerusalem,de,"Arnim, Ludwig Achim von",118504177,,,0,0,0,0
qd,k77x.0,Halle,de,"Arnim, Ludwig Achim von",118504177,,,0,0,0,0
qd,k7f7.0,Das Loch,de,"Arnim, Ludwig Achim von",118504177,,,1811,0,0,0
qd,k8cn.0,Der Rauchfangkehrer,de,"Auenbrugger, Johann Leopold von",117668931,,,1781,0,0,0
qd,k936.0,Faust,de,"Avenarius, Ferdinand",118651218,,,0,1919,0,0
qd,k93c.0,Virginia oder das abgeschaffte Decemvirat,de,"Ayrenhoff, Cornelius Hermann von",118869647,,,0,0,0,0
qd,k93g.0,Der Postzug oder die noblen Passionen,de,"Ayrenhoff, Cornelius Hermann von",118869647,,,0,1769,0,0
qd,kd4c.0,Die Bürger in Wien,de,"Bäuerle, Adolf",119560038,,,0,0,0,0
qd,kd4g.0,Doktor Faust's Mantel,de,"Bäuerle, Adolf",119560038,,,0,1819,1817,0
qd,kd4r.0,Industrie und Herz,de,"Bauernfeld, Eduard von",118507400,,,1841,1847,1842,0
qd,kd4v.0,Großjährig,de,"Bauernfeld, Eduard von",118507400,,,1843,1846,1846,0
qd,kd4z.0,Bürgerlich und Romantisch,de,"Bauernfeld, Eduard von",118507400,,,1835,1837,1835,0
qd,kjfc.0,Struensee,de,"Beer, Michael",118657887,,,1827,0,0,0
qd,kjfg.0,Der Paria,de,"Beer, Michael",118657887,,,0,0,0,0
qd,kjfz.0,Die Lügnerin,de,"Benedix, Julius Roderich",118658166,,,0,0,1823,0
qd,kjg2.0,Die Hochzeitsreise,de,"Benedix, Julius Roderich",118658166,,,0,0,0,0
qd,kjgc.0,"Die Jubelfeier der Hölle, oder Faust der jüngere",de,"Benkowitz, Karl Friedrich",116121009,,,0,0,0,0
qd,kjgj.0,"Berlin, wie es weint und lacht",de,"Berg, O. F.",116329696,,,0,1858,1858,0
qd,kjgv.0,Faust,de,"Bernard, Josef Karl",130101494,,,0,1816,0,0
qd,kmdh.0,In der Heimath,de,"Birch-Pfeiffer, Charlotte",118658875,,,0,1865,0,0
qd,kmdk.0,Die Walpurgisnacht,de,"Birch-Pfeiffer, Charlotte",118658875,,,1827,1866,1830,0
qd,kmdp.0,Johannes Gutenberg,de,"Birch-Pfeiffer, Charlotte",118658875,,,1834,1836,1835,0
qd,kmdt.0,Vatersorgen,de,"Birch-Pfeiffer, Charlotte",118658875,,,0,0,0,0
qd,kmdw.0,Pfeffer-Rösel,de,"Birch-Pfeiffer, Charlotte",118658875,,,0,1833,1829,0
qd,kmq3.0,Ein Faust der That,de,"Bleibtreu, Karl",118663909,,,0,0,0,0
qd,kmqb.0,Weltgericht,de,"Bleibtreu, Karl",118663909,,,0,1888,1902,0
qd,knb2.0,Im weißen Rößl,de,"Blumenthal, Oskar",118659111,,,0,0,0,0
qd,kp19.0,"Odoardo Galotti, Vater der Emilia",de,"Bodmer, Johann Jacob",118512315,,,0,1776,0,0
qd,kpkv.0,Der Bookesbeutel,de,"Borkenstein, Hinrich",100428428,,,0,1742,0,0
qd,kpsk.0,De rode Ünnerrock,de,"Boßdorf, Hermann",118659405,,,0,0,0,0
qd,kpsp.0,Bahnmeister Dood,de,"Boßdorf, Hermann",118659405,,,0,0,0,0
qd,kq0s.0,Ino,de,"Brandes, Johann Christian",118673165,,,0,0,0,0
qd,kq0w.0,Ariadne auf Naxos,de,"Brandes, Johann Christian",118673165,,,0,0,1775,0
qd,kq6g.0,Das Nachtlager von Granada,de,"Braun von Braunthal, Karl Johann",116428384,,,1833,0,1834,0
qd,kq6k.0,Faust,de,"Braun von Braunthal, Karl Johann",116428384,,,1835,1835,0,0
qd,kq6v.0,Der Freigeist,de,"Brawe, Joachim Wilhelm von",11865991X,,,0,1758,1759,0
qd,kqwr.0,Ponce de Leon,de,"Brentano, Clemens",118515055,,,0,0,0,0
qd,krdh.0,Die Gründung Prags,de,"Brentano, Clemens",118515055,,,1814,0,0,0
qd,krf8.0,Belmont und Constanze,de,"Bretzner, Christoph Friedrich",115849238,,,0,1781,0,0
qd,kscn.0,Leonce und Lena,de,"Büchner, Georg",118516906,,,1836,1838,1895,0
qd,ksd1.0,Dantons Tod,de,"Büchner, Georg",118516906,,,1834,1835,1902,0
qd,kssc.0,Der Trompeter von Säkkingen,de,"Bunge, Rudolf",117156302,,,0,1886,0,0
qd,ktrm.0,Turandot,de,"Busoni, Ferruccio",118518011,,,0,0,0,0
qd,kw8v.0,Euryanthe,de,"Chézy, Helmina von",119360659,,,0,0,0,0
qd,m08h.0,Der Barbier von Bagdad,de,"Cornelius, Peter",118522213,,,0,0,0,0
qd,m0br.0,Der Mißtrauische,de,"Cronegk, Johann Friedrich von",11852285X,,,0,1760,1766,0
qd,m9xz.0,Die Menschenfreunde,de,"Dehmel, Richard Fedor Leopold",118679236,,,0,0,0,0
qd,mbmn.0,Michel Michael,de,"Dehmel, Richard Fedor Leopold",118679236,,,1910,1911,1911,0
qd,mgfk.0,Hans Heiling,de,"Devrient, Philipp Eduard",118525042,,,0,0,1833,0
qd,mgfp.0,Die Gunst des Augenblicks,de,"Devrient, Philipp Eduard",118525042,,,0,1836,1880,0
qd,mhq8.0,Mona Lisa,de,"Dovsky, Beatrice",12686022X,,,1913,0,1915,0
qd,mjbp.0,"Perdu! oder Dichter, Verleger und Blaustrümpfe",de,"Droste-Hülshoff, Annette von",118527533,,,0,0,0,0
qd,mk3n.0,Die Wände,de,"Dulk, Albert",118869345,,,0,0,0,0
qd,mr3k.0,Der letzte Held von Marienburg,de,"Eichendorff, Joseph von",118529390,,,0,1830,1831,0
qd,msdg.0,Das Incognito,de,"Eichendorff, Joseph von",118529390,,,1843,1901,0,0
qd,msqv.0,Die Freier,de,"Eichendorff, Joseph von",118529390,,,0,1833,1849,0
qd,mv7f.0,Eid und Pflicht,de,"Engel, Johann Jakob",11868468X,,,0,0,0,0
qd,mvqk.0,Das Spiel von Doktor Faust,de,"Ertler, Bruno",105488437,,,1922,1929,1923,0
qd,mvqp.0,Belian und Marpalye,de,"Ertler, Bruno",105488437,,,1923,1924,1924,0
qd,mvqs.0,Anna Iwanowna,de,"Ertler, Bruno",105488437,,,1919,1920,1920,0
qd,mvr3.0,Der Frauenmut,de,"Essig, Hermann",118531212,,,1911,1912,1914,0
qd,mvrf.0,Überteufel,de,"Essig, Hermann",118531212,,,1906,1912,1923,0
qd,n0xc.0,Cili Cohrs,de,"Fock, Gorch",118691988,,,0,1914,0,0
qd,n23j.0,Der Held des Nordens,de,"Fouqué, Friedrich de la Motte",104066512,,,0,1810,0,0
qd,n2k7.0,Die Journalisten,de,"Freytag, Gustav",118535455,,,0,1854,1852,0
qd,n2kq.0,Graf Waldemar,de,"Freytag, Gustav",118535455,,,1847,1850,1848,0
qd,n3cn.0,Der Herrgottschnitzer von Ammergau,de,"Ganghofer, Ludwig",118537490,,,1880,0,0,0
qd,n3dj.0,Jessonda,de,"Gehe, Eduard Heinrich",102522359,,,0,1836,1828,0
qd,n750.0,Die zärtlichen Schwestern,de,"Gellert, Christian Fürchtegott",118538322,,,0,1747,1749,0
qd,n79j.0,Die Betschwester,de,"Gellert, Christian Fürchtegott",118538322,,,0,1745,1745,0
qd,n7rr.0,Der deutsche Hausvater oder die Familie,de,"Gemmingen-Hornberg, Otto Heinrich von",118716778,,,0,0,0,0
qd,ndmr.0,Der Moloch,de,"Gerhäuser, Emil",11656640X,,,0,0,1906,0
qd,nds0.0,Ugolino,de,"Gerstenberg, Heinrich Wilhelm von",118690949,,,0,1768,1769,0
qd,ndtw.0,Evander und Alcimna,de,"Gessner, Salomon",118538969,,,1762,1762,0,0
qd,nfhm.0,Der Eheteufel auf Reisen,de,"Gleich, Joseph Alois",119559994,,,0,1822,1821,0
qd,nkbv.0,Der Widerspenstigen Zähmung,de,"Goetz, Hermann Gustav",118696025,,,1873,0,0,0
qd,nkdm.0,Medea,de,"Gotter, Friedrich Wilhelm",118540939,,,0,0,0,0
qd,nkdq.0,Die Geisterinsel,de,"Gotter, Friedrich Wilhelm",118540939,,,0,0,0,0
qd,nkdt.0,Der Dorfjahrmarkt,de,"Gotter, Friedrich Wilhelm",118540939,,,0,0,0,0
qd,nks0.0,Der sterbende Cato,de,"Gottsched, Johann Christoph",118541013,,,1730,1732,1731,0
qd,nkww.0,Atalanta oder die bezwungene Sprödigkeit,de,"Gottsched, Johann Christoph",118541013,,,0,1741,0,0
qd,nm24.0,Das Testament,de,"Gottsched, Luise Adelgunde Victorie",118696734,,,0,1745,0,0
qd,nm27.0,Der Witzling,de,"Gottsched, Luise Adelgunde Victorie",118696734,,,0,1745,0,0
qd,nm2b.0,Die Pietisterey im Fischbein-Rocke,de,"Gottsched, Luise Adelgunde Victorie",118696734,,,0,1736,0,0
qd,nmfg.0,"Scherz, Satire, Ironie und tiefere Bedeutung",de,"Grabbe, Christian Dietrich",118541102,,,1822,0,0,0
qd,nmfn.0,Napoleon oder Die hundert Tage,de,"Grabbe, Christian Dietrich",118541102,,,1830,1831,1868,0
qd,nmfv.0,Hannibal,de,"Grabbe, Christian Dietrich",118541102,,,1835,1835,1918,0
qd,nmg0.0,Don Juan und Faust,de,"Grabbe, Christian Dietrich",118541102,,,1829,0,0,0
qd,nmg5.0,Herzog Theodor von Gothland,de,"Grabbe, Christian Dietrich",118541102,,,1822,1827,1892,0
qd,nns8.0,Der Traum ein Leben,de,"Grillparzer, Franz",118542192,,,1830,0,0,0
qd,npm2.0,"Weh dem, der lügt!",de,"Grillparzer, Franz",118542192,,,0,1840,1838,0
qd,npsg.0,Des Meeres und der Liebe Wellen,de,"Grillparzer, Franz",118542192,,,1829,0,0,0
qd,ns3r.0,Die Jüdin von Toledo,de,"Grillparzer, Franz",118542192,,,1851,1872,1872,0
qd,ns9c.0,Ein Bruderzwist in Habsburg,de,"Grillparzer, Franz",118542192,,,1848,1848,0,0
qd,nsv5.0,Die Ahnfrau,de,"Grillparzer, Franz",118542192,,,0,0,0,0
qd,nttc.0,König Ottokars Glück und Ende,de,"Grillparzer, Franz",118542192,,,1823,0,0,0
qd,nv2j.0,Sappho,de,"Grillparzer, Franz",118542192,,,0,0,0,0
qd,nvk1.0,Ein treuer Diener seines Herrn,de,"Grillparzer, Franz",118542192,,,1827,0,0,0
qd,p5bz.0,Zopf und Schwert,de,"Gutzkow, Karl",118543830,,,1843,1844,1844,0
qd,p5c7.0,Das Urbild des Tartüffe,de,"Gutzkow, Karl",118543830,,,0,0,0,0
qd,p5c8.0,"Richard Savage, Sohn einer Mutter",de,"Gutzkow, Karl",118543830,,,1839,1842,1839,0
qd,p5cg.0,Uriel Acosta,de,"Gutzkow, Karl",118543830,,,0,0,0,0
qd,pb0f.0,Udohla,de,"Günderode, Karoline von",118543202,,,0,1805,0,0
qd,pb4c.0,Magie und Schicksal,de,"Günderode, Karoline von",118543202,,,0,1805,0,0
qd,pb6v.0,Nikator,de,"Günderode, Karoline von",118543202,,,0,1805,0,0
qd,pgp7.0,Die Fledermaus,de,"Haffner, Carl",120430231,,,0,0,0,0
qd,pgph.0,Der Furchtsame,de,"Hafner, Philipp",,,,0,1764,1764,0
qd,pgpm.0,"Mägera, die förchterliche Hexe",de,"Hafner, Philipp",,,,1763,1764,1763,0
qd,pj2h.0,Der Sohn der Wildnis,de,"Halm, Friedrich",118720074,,,0,1843,1842,0
qd,pjw6.0,Rosenmontag,de,"Hartleben, Otto Erich",118546198,,,1899,1898,1900,0
qd,pk02.0,Die sittliche Forderung,de,"Hartleben, Otto Erich",118546198,,,0,0,0,0
qd,pk6x.0,Hanna Jagert,de,"Hartleben, Otto Erich",118546198,,,0,1893,1893,0
qd,pkh4.0,"Gaukler, Tod und Juwelier",de,"Hauptmann, Carl",118546910,,,0,1917,1920,0
qd,pkhc.0,Frau Nadja Bielew,de,"Hauptmann, Carl",118546910,,,0,0,0,0
qd,pkhg.0,Tobias Buntschuh,de,"Hauptmann, Carl",118546910,,,0,0,0,0
qd,pkhm.0,Die armseligen Besenbinder,de,"Hauptmann, Carl",118546910,,,0,1913,1913,0
qd,pkhv.0,Musik,de,"Hauptmann, Carl",118546910,,,0,0,0,0
qd,pkj1.0,Im goldenen Tempel-Buche verzeichnet,de,"Hauptmann, Carl",118546910,,,0,0,0,0
qd,pkj2.0,Ephraims Breite,de,"Hauptmann, Carl",118546910,,,1899,1900,1900,0
qd,pkjc.0,Der Antiquar,de,"Hauptmann, Carl",118546910,,,0,1909,1909,0
qd,pkng.0,Der gehörnte Siegfried,de,"Hebbel, Friedrich",118547445,,,0,1862,1861,0
qd,pksn.0,Agnes Bernauer,de,"Hebbel, Friedrich",118547445,,,1851,0,0,0
qd,pkx0.0,Maria Magdalene,de,"Hebbel, Friedrich",118547445,,,1843,1844,1846,0
qd,pm1c.0,Kriemhilds Rache,de,"Hebbel, Friedrich",118547445,,,1860,0,0,0
qd,pm7m.0,Der Rubin,de,"Hebbel, Friedrich",118547445,,,0,0,0,0
qd,pm99.0,Der Diamant,de,"Hebbel, Friedrich",118547445,,,1841,1847,1848,0
qd,pmfw.0,Demetrius,de,"Hebbel, Friedrich",118547445,,,0,0,0,0
qd,pmgg.0,Herodes und Mariamne,de,"Hebbel, Friedrich",118547445,,,0,0,0,0
qd,pmj9.0,Gyges und sein Ring,de,"Hebbel, Friedrich",118547445,,,0,1856,1889,0
qd,pmp3.0,Trauerspiel in Sizilien,de,"Hebbel, Friedrich",118547445,,,0,0,0,0
qd,pmtc.0,Genoveva,de,"Hebbel, Friedrich",118547445,,,0,0,0,0
qd,pn22.0,Siegfrieds Tod,de,"Hebbel, Friedrich",118547445,,,0,0,0,0
qd,pn2n.0,Judith,de,"Hebbel, Friedrich",118547445,,,0,1841,1840,0
qd,psxj.0,Almansor,de,"Heine, Heinrich",118548018,,,0,1821,1823,0
qd,ptkw.0,William Ratcliff,de,"Heine, Heinrich",118548018,,,0,0,0,0
qd,pvxf.0,Die Kinder Godunófs,de,"Heiseler, Henry von",118709933,,,1923,1929,1930,0
qd,pvxk.0,Peter und Alexéj,de,"Heiseler, Henry von",118709933,,,0,0,0,0
qd,pzj2.0,Die Teufelsmühle am Wienerberg,de,"Hensler, Karl Friedrich",119267659,,,0,0,1801,0
qd,q41n.0,Don Juan's Ende,de,"Heyse, Paul",118550772,,,0,0,0,0
qd,q4j5.0,Colberg,de,"Heyse, Paul",118550772,,,0,0,0,0
qd,q5q1.0,"Der Mann nach der Uhr, oder der ordentliche Mann",de,"Hippel, Theodor Gottlieb von",11855137X,,,0,1765,1765,0
qd,qd27.0,Der Tor und der Tod,de,"Hofmannsthal, Hugo von",118552759,,,1893,1894,1898,0
qd,qd2g.0,Elektra,de,"Hofmannsthal, Hugo von",118552759,,,1903,1904,1903,0
qd,qd3h.0,Ariadne auf Naxos,de,"Hofmannsthal, Hugo von",118552759,,,1911,0,0,0
qd,qd46.0,Der Unbestechliche,de,"Hofmannsthal, Hugo von",118552759,,,0,0,0,0
qd,qd6w.0,Der Schwierige,de,"Hofmannsthal, Hugo von",118552759,,,0,0,0,0
qd,qdcq.0,Die Frau ohne Schatten,de,"Hofmannsthal, Hugo von",118552759,,,1915,1911,1911,0
qd,qdhd.0,Der Tod des Tizian,de,"Hofmannsthal, Hugo von",118552759,,,1892,1901,1901,0
qd,qdj2.0,Der Turm,de,"Hofmannsthal, Hugo von",118552759,,,1924,1924,1948,0
qd,qdjz.0,Der Rosenkavalier,de,"Hofmannsthal, Hugo von",118552759,,,1910,1911,1911,0
qd,qdk1.0,Alkestis,de,"Hofmannsthal, Hugo von",118552759,,,1894,1909,1916,0
qd,qdks.0,Der Abenteurer und die Sängerin oder Die Geschenke des Lebens,de,"Hofmannsthal, Hugo von",118552759,,,0,0,0,0
qd,qdm5.0,Das Salzburger große Welttheater,de,"Hofmannsthal, Hugo von",118552759,,,0,0,0,0
qd,qdm9.0,Ödipus und die Sphinx,de,"Hofmannsthal, Hugo von",118552759,,,1905,1906,1906,0
qd,qdmd.0,Arabella,de,"Hofmannsthal, Hugo von",118552759,,,1928,0,0,0
qd,qdmw.0,Die Frau im Fenster,de,"Hofmannsthal, Hugo von",118552759,,,0,0,0,0
qd,qdnz.0,Jedermann,de,"Hofmannsthal, Hugo von",118552759,,,1911,1911,1911,0
qd,qdqn.0,Das Bergwerk zu Falun,de,"Hofmannsthal, Hugo von",118552759,,,1899,1933,1949,0
qd,qfxf.0,Ein Trauerspiel in Berlin,de,"Holtei, Karl von",118706640,,,0,1838,1832,0
qd,qfxj.0,Die Kalkbrenner,de,"Holtei, Karl von",118706640,,,0,0,0,0
qd,qggj.0,Die Familie Selicke,de,"Holz, Arno",118553216,,,0,0,0,0
qd,qh0j.0,Traumulus,de,"Holz, Arno",118553216,,,0,0,0,0
qd,qh44.0,Ignorabimus,de,"Holz, Arno",118553216,,,0,0,0,0
qd,qhpn.0,Sonnenfinsternis,de,"Holz, Arno",118553216,,,0,0,0,0
qd,qhwd.0,Sozialaristokraten,de,"Holz, Arno",118553216,,,1896,0,1897,0
qd,qkmh.0,Das Erbtheil des Vaters,de,"Iffland, August Wilhelm",118555324,,,0,0,0,0
qd,qkmq.0,Die Jäger,de,"Iffland, August Wilhelm",118555324,,,0,0,0,0
qd,qkmw.0,Figaro in Deutschland,de,"Iffland, August Wilhelm",118555324,,,0,0,0,0
qd,qkmx.0,Verbrechen aus Ehrsucht,de,"Iffland, August Wilhelm",118555324,,,0,0,0,0
qd,qkn4.0,Der Spieler,de,"Iffland, August Wilhelm",118555324,,,0,0,0,0
qd,qknj.0,Die Bojaren,de,"Immermann, Karl",118555553,,,0,1832,1835,0
qd,qkp2.0,Merlin,de,"Immermann, Karl",118555553,,,1832,1832,0,0
qd,qkp7.0,Das Gericht von St. Petersburg,de,"Immermann, Karl",118555553,,,0,1832,1835,0
qd,qkps.0,Eudoxia,de,"Immermann, Karl",118555553,,,0,1832,1835,0
qd,qkq1.0,"Andreas Hofer, der Sandwirt von Passeyer",de,"Immermann, Karl",118555553,,,1833,0,0,0
qd,qn26.0,Die Schule des Armen,de,"Kaiser, Friedrich",118874748,,,0,1848,1847,0
qd,qn29.0,Stadt und Land,de,"Kaiser, Friedrich",118874748,,,0,0,0,0
qd,qn2w.0,Die Opferung,de,"Kaltneker, Hans",11855963X,,,0,0,0,0
qd,qn30.0,Das Bergwerk,de,"Kaltneker, Hans",11855963X,,,0,1921,0,0
qd,qx5q.0,Der Freischütz,de,"Kind, Johann Friedrich",118885235,,,1820,0,1821,0
qd,qxh9.0,Der Kreidekreis,de,Klabund,118562681,,,0,0,1925,0
qd,r0gb.0,Das Käthchen von Heilbronn oder die Feuerprobe,de,"Kleist, Heinrich von",118563076,,,1808,0,0,0
qd,r0hz.0,Die Hermannsschlacht,de,"Kleist, Heinrich von",118563076,,,1808,0,0,0
qd,r0jz.0,Amphitryon,de,"Kleist, Heinrich von",118563076,,,1806,0,0,0
qd,r0n2.0,Penthesilea,de,"Kleist, Heinrich von",118563076,,,1807,0,0,0
qd,r0px.0,Die Familie Schroffenstein,de,"Kleist, Heinrich von",118563076,,,1802,1803,1804,0
qd,r0sb.0,Der zerbrochene Krug,de,"Kleist, Heinrich von",118563076,,,1806,0,0,0
qd,r10b.0,Prinz Friedrich von Homburg,de,"Kleist, Heinrich von",118563076,,,1810,0,0,0
qd,r11m.0,Der auf den Parnass versetzte grüne Hut,de,"Klemm, Christian Gottlob",100303935,,,1767,1767,1767,0
qd,r121.0,Faust. Ein Trauerspiel in fünf Acten,de,"Klingemann, August",118563300,,,0,0,1812,0
qd,r12k.0,Sturm und Drang,de,"Klinger, Friedrich Maximilian",118563319,,,1776,0,0,0
qd,r12v.0,Die Zwillinge,de,"Klinger, Friedrich Maximilian",118563319,,,0,1776,1776,0
qd,r134.0,Die neue Arria,de,"Klinger, Friedrich Maximilian",118563319,,,0,0,0,0
qd,r13g.0,Simsone Grisaldo,de,"Klinger, Friedrich Maximilian",118563319,,,0,0,0,0
qd,r1hd.0,Hermanns Schlacht,de,"Klopstock, Friedrich Gottlieb",118563386,,,1767,1769,0,0
qd,r1zm.0,Der Tod Adams,de,"Klopstock, Friedrich Gottlieb",118563386,,,1756,1757,0,0
qd,r22j.0,Der Roaga,de,"Kobell, Franz von",116263431,,,0,0,0,0
qd,r23w.0,Zriny,de,"Körner, Theodor",118713507,,,0,0,0,0
qd,r2m4.0,Die deutschen Kleinstädter,de,"Kotzebue, August von",118565796,,,1806,0,0,0
qd,r2m9.0,Der Wildschütz oder Die Stimme der Natur,de,"Kotzebue, August von",118565796,,,0,0,1842,0
qd,r2mf.0,Menschenhaß und Reue,de,"Kotzebue, August von",118565796,,,0,0,0,0
qd,r2mm.0,"Der Hyperboreische Esel, oder Die heutige Bildung",de,"Kotzebue, August von",118565796,,,0,0,0,0
qd,r2mn.0,Die Indianer in England,de,"Kotzebue, August von",118565796,,,1788,0,0,0
qd,r2mv.0,Die beiden Klingsberg,de,"Kotzebue, August von",118565796,,,0,0,0,0
qd,r2r7.0,Die Candidaten oder Die Mittel zu einem Amte zu gelangen,de,"Krüger, Johann Christian",118778080,,,0,1748,1747,0
qd,r2rb.0,Die Geistlichen auf dem Lande,de,"Krüger, Johann Christian",118778080,,,0,1743,0,0
qd,rdg3.0,Fierrabras,de,"Kupelwieser, Josef",134672275,,,1823,0,1897,0
qd,rdgt.0,Prinzessin Pumphia,de,"Kurz, Joseph von",118725602,,,0,1767,0,0
qd,rdhd.0,Salome,de,"Lachmann, Hedwig",119115441,,,1901,0,0,0
qd,rfbt.0,Hasemann's Töchter,de,"L'Arronge, Adolph",116000309,,,0,0,1877,0
qd,rfbx.0,Mein Leopold,de,"L'Arronge, Adolph",116000309,,,0,0,1873,0
qd,rfc7.0,Franz von Sickingen,de,"Lassalle, Ferdinand",118569910,,,1858,1859,0,0
qd,rfcn.0,Struensee,de,"Laube, Heinrich",118570080,,,0,0,0,0
qd,rfct.0,Gottsched und Gellert,de,"Laube, Heinrich",118570080,,,0,0,0,0
qd,rfcv.0,Monaldeschi,de,"Laube, Heinrich",118570080,,,0,0,0,0
qd,rfd2.0,Die Karlsschüler,de,"Laube, Heinrich",118570080,,,1846,1846,1846,0
qd,rfd8.0,Pension Schöller,de,"Laufs, Carl",106290916,,,0,0,1890,0
qd,rfm5.0,Hahnenkampf,de,"Lautensack, Heinrich",118570226,,,0,1908,0,0
qd,rfmj.0,Medusa,de,"Lautensack, Heinrich",118570226,,,0,0,0,0
qd,rfn5.0,Die Pfarrhauskomödie,de,"Lautensack, Heinrich",118570226,,,0,0,0,0
qd,rfx8.0,Der Besuch um Mitternacht,de,"Leisewitz, Johann Anton",118571370,,,0,1774,0,0
qd,rfxf.0,Julius von Tarent,de,"Leisewitz, Johann Anton",118571370,,,0,0,0,0
qd,rfxg.0,Die Pfandung,de,"Leisewitz, Johann Anton",118571370,,,0,1774,0,0
qd,rhjs.0,Die Freunde machen den Philosophen,de,"Lenz, Jakob Michael Reinhold",118571656,,,1776,0,0,0
qd,rhnx.0,Der Engländer,de,"Lenz, Jakob Michael Reinhold",118571656,,,1776,1776,0,0
qd,rhtz.0,Die Soldaten,de,"Lenz, Jakob Michael Reinhold",118571656,,,1775,1776,1863,0
qd,rhzq.0,Der Hofmeister oder Vorteile der Privaterziehung,de,"Lenz, Jakob Michael Reinhold",118571656,,,1772,1774,0,0
qd,rj22.0,Der neue Menoza,de,"Lenz, Jakob Michael Reinhold",118571656,,,0,0,0,0
qd,rjdc.0,Die alte Jungfer,de,"Lessing, Gotthold Ephraim",118572121,,,1748,1749,0,0
qd,rjg0.0,Der Freigeist,de,"Lessing, Gotthold Ephraim",118572121,,,1749,1755,0,0
